"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-04-30,84403,"60153","IL","Chicago","Cook","Maywood",5598,122000,0.00246507806080526,0.00909842845326716,0.0260723296888141,0.00131666025662325,-0.0385733850033249,"2007-06","2007-Q2",192500,-0.366233766233766,"2001-05"
2016-04-30,66882,"21409","MD","Baltimore","Anne Arundel","Annapolis",5599,380300,-0.00392875851231011,-0.00911933298593017,-0.00340670859538784,0.023802606600912,-0.0102566958671049,"2006-10","2006-Q4",423900,-0.102854446803491,"2005-04"
2016-04-30,100166,"99217","WA","Spokane","Spokane","Spokane",5600,155500,0.00517129928894635,0.0163398692810458,0.0966149506346968,0.0312882004970632,0.00947924760163898,"2016-04","2016-Q2",155500,0,"2016-04"
2016-04-30,62756,"12801","NY","Glens Falls","Warren","Glens Falls",5601,127200,-0.000785545954438335,0.00553359683794466,0.0167865707434053,-0.00828080901019812,-0.00422408240401995,"2007-10","2007-Q4",142100,-0.104855735397607,"2006-02"
2016-04-30,73061,"34242","FL","North Port-Sarasota-Bradenton, FL","Sarasota","Siesta Key",5602,574500,0.000174094707520891,0.00244285465014832,0.062904717853839,0.0593590998381541,-0.0155682463895763,"2005-12","2005-Q4",681400,-0.156882888171412,"2005-03"
2016-04-30,698721,"86005","AZ","Flagstaff","Coconino","Flagstaff",5603,362800,0.00276395798783858,0.0117122141662019,0.067372756693145,0.0576735616747257,-0.00793866188572356,"2006-08","2006-Q3",404900,-0.103976290442084,"2005-11"
2016-04-30,84348,"60093","IL","Chicago","Cook","Winnetka",5604,958300,0.0047179702243657,0.0106517612318076,0.0127879940815895,0.0307587496969866,-0.0100823184553029,"2007-04","2007-Q2",1088600,-0.119695021128054,"2004-10"
2016-04-30,399640,"80023","CO","Denver","Broomfield","Broomfield",5605,549000,0.00420706054508871,0.0144124168514412,0.086053412462908,0.0629413282663118,0.0301785722560817,"2016-04","2016-Q2",549000,0,"2016-04"
2016-04-30,79056,"48201","MI","Detroit","Wayne","Detroit",5606,89700,-0.0185995623632385,-0.0587618048268625,0.0716845878136201,0.0711913708213083,-0.0108110773531734,"2004-11","2004-Q4",110100,-0.185286103542234,"2000-02"
2016-04-30,60782,"07735","NJ","New York","Monmouth","Union Beach",5607,228900,0.000437062937062937,0.00659630606860158,0.0026281208935611,-0.000174657245832766,-0.0224338932509668,"2006-07","2006-Q3",288500,-0.206585788561525,"2004-06"
2016-04-30,72817,"33777","FL","Tampa","Pinellas","Seminole",5608,151000,0.00332225913621262,0.0147849462365591,0.101385849744712,0.0745515805056673,-0.0229180278391197,"2006-05","2006-Q2",190800,-0.208595387840671,"2004-12"
2016-04-30,65629,"18914","PA","Philadelphia","Bucks","New Britain Township",5609,333400,0.000900630441308916,0.00391448358928034,-0.0115624073525052,0.0116115297115509,-0.00990609351186167,"2006-10","2006-Q4",369700,-0.0981877197727887,"2005-03"
2016-04-30,96937,"92596","CA","Riverside","Riverside","Winchester",5610,372500,0.0056695464362851,0.0136054421768707,0.0606492027334852,0.0888326635079666,-0.0248735273890063,"2006-03","2006-Q1",480800,-0.225249584026622,"2004-02"
2016-04-30,62622,"12508","NY","New York","Dutchess","Beacon",5611,233900,0.00386266094420601,0.000855798031664527,0.0574141048824593,0.0110450821267702,-0.0203192408514549,"2006-08","2006-Q3",289900,-0.193170058640911,"2004-07"
2016-04-30,95842,"89146","NV","Las Vegas","Clark","Las Vegas",5612,169700,0.00177095631641086,0.00712166172106825,0.0976714100905563,0.123267325542311,-0.0514524529829132,"2006-09","2006-Q3",291400,-0.417638984214139,"2004-02"
2016-04-30,67097,"21901","MD","Philadelphia","Cecil","North East",5613,201500,-0.00247524752475248,0.00348605577689243,0.0238821138211382,-0.0115028210612207,-0.0207471013949482,"2006-10","2006-Q4",252100,-0.200714002380008,"2004-11"
2016-04-30,67543,"23114","VA","Richmond","Chesterfield","Midlothian",5614,269500,-0.00148203038162282,-0.00480059084194978,0.0369372835706041,0.027513102285641,-0.00620235731438157,"2007-04","2007-Q2",301700,-0.106728538283063,"2005-11"
2016-04-30,66155,"20037","DC","Washington","District of Columbia","Washington",5615,483700,-0.00575539568345324,-0.0160699755899105,-0.0333733013589129,0.0245787046563202,0.00562830464201691,"2015-06","2015-Q2",504300,-0.0408487011699385,"2015-03"
2016-04-30,81154,"53024","WI","Milwaukee","Ozaukee","Town of Grafton",5616,221100,0.000905387052965143,0.00545702592087312,0.0553699284009547,0.0235586426312286,-0.000765648760262416,"2007-09","2007-Q3",223600,-0.0111806797853309,"2007-08"
2016-04-30,99271,"97424","OR","Eugene","Lane","Cottage Grove",5617,171600,0.00468384074941452,0.012987012987013,0.052760736196319,0.029199803966842,-0.00471235722982899,"2007-06","2007-Q2",190200,-0.0977917981072555,"2005-12"
2016-04-30,65574,"18706","PA","Scranton","Luzerne","Hanover Township",5618,62900,0.00318979266347687,0.00159235668789809,0.00963081861958266,-0.0242103463722205,-0.00094892370610089,"2009-01","2009-Q1",76900,-0.182054616384915,"2005-10"
2016-04-30,77003,"44103","OH","Cleveland","Cuyahoga","Cleveland",5619,44700,0,0.022883295194508,-0.102409638554217,-0.0320245209872685,-0.0426230930631823,"2007-03","2007-Q1",69900,-0.360515021459227,"1998-03"
2016-04-30,72808,"33767","FL","Tampa","Pinellas","Clearwater",5620,424600,-0.00258397932816538,0.00663821716453296,0.0884388618302999,0.0537548545560127,-0.0273688233003545,"2006-03","2006-Q1",560800,-0.242867332382311,"2004-11"
2016-04-30,67752,"23508","VA","Virginia Beach","Norfolk City","Norfolk",5621,253200,0.00997207818109294,0.0217917675544794,0.0415466886055121,0.00950695009296298,-0.00883614938120703,"2006-11","2006-Q4",290700,-0.128998968008256,"2005-05"
2016-04-30,90249,"74037","OK","Tulsa","Tulsa","Jenks",5622,180900,0,0.00332778702163062,0.0243488108720272,0.0333942421219018,0.0210374629534313,"2016-04","2016-Q2",180900,0,"2016-04"
2016-04-30,73173,"34685","FL","Tampa","Pinellas","Palm Harbor",5623,281300,0.000711490572749911,0.00572041473006793,0.0476722532588454,0.0637753810730248,-0.0168190800413148,"2006-05","2006-Q2",334200,-0.158288450029922,"2005-05"
2016-04-30,71004,"30277","GA","Atlanta","Coweta","Sharpsburg",5624,209300,0.00528338136407301,0.0135593220338983,0.0412935323383085,0.0448171748429909,0.00782792470739024,"2016-04","2016-Q2",209300,0,"2016-04"
2016-04-30,94456,"84093","UT","Salt Lake City","Salt Lake","Sandy",5625,322100,0.00687714910909659,0.0138495435945861,0.0852425876010782,0.0088616607710108,0.00589950235160797,"2007-12","2007-Q4",384700,-0.162724200675851,"2006-09"
2016-04-30,73056,"34237","FL","North Port-Sarasota-Bradenton, FL","Sarasota","Sarasota",5626,148200,0.0109140518417462,0.0421940928270042,0.170616113744076,0.134944682077292,-0.0349867997413649,"2006-05","2006-Q2",211600,-0.299621928166352,"2004-11"
2016-04-30,78916,"48034","MI","Detroit","Oakland","Southfield",5627,151700,0.00730411686586985,0.0298710115410726,0.0851216022889843,0.115319617534787,-0.0319971663992072,"2005-04","2005-Q2",211800,-0.283758262511804,"1998-05"
2016-04-30,83534,"58203","ND","Grand Forks","Grand Forks","Grand Forks",5628,153700,-0.00902643455834945,0.000651041666666667,0.0441576086956522,0.0397206470600187,0.0328967431086045,"2013-11","2013-Q4",157600,-0.024746192893401,"2013-08"
2016-04-30,60471,"06840","CT","Stamford","Fairfield","New Canaan",5629,1364400,-0.00619127394566247,-0.0103003046568983,-0.00131752305665349,0.0266965583882719,-0.00911274551038632,"2006-03","2006-Q1",1495400,-0.0876019794035041,"2005-02"
2016-04-30,97027,"92808","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Anaheim",5630,689600,0.00261703983716197,0.0109954552118458,0.042794495690307,0.0521191634714864,-0.0119509262053585,"2006-05","2006-Q2",779500,-0.115330339961514,"2004-09"
2016-04-30,90627,"75022","TX","Dallas-Fort Worth","Denton","Flower Mound",5631,407500,0.00122850122850123,0.00816427511133102,0.0901551631888711,0.0603538214573931,0.032799075151672,"2016-04","2016-Q2",407500,0,"2016-04"
2016-04-30,100376,"99701","AK","Fairbanks","Fairbanks North Star","Fairbanks",5632,170600,-0.00292226767971946,-0.00986651189785258,-0.0317820658342792,-0.0210007948743025,-0.0166552884211527,"2008-07","2008-Q3",238600,-0.284995808885163,"2004-06"
2016-04-30,58760,"02451","MA","Boston","Middlesex","Waltham",5633,442900,0.00022583559168925,0.00865406513322706,0.0362657931679925,0.0414525213335184,0.0102905460960463,"2016-04","2016-Q2",442900,0,"2016-04"
2016-04-30,90235,"74021","OK","Tulsa","Tulsa","Collinsville",5634,141700,-0.00140944326990839,-0.00140944326990839,0.0157706093189964,0.0385188114279107,0.0249035772997439,"2016-02","2016-Q1",142000,-0.00211267605633803,"2016-01"
2016-04-30,93599,"80921","CO","Colorado Springs","El Paso","Colorado Springs",5635,387400,0.00310719834282755,0.0104329681794471,0.0639934084042845,0.0318435592478583,0.00716667488008449,"2016-04","2016-Q2",387400,0,"2016-04"
2016-04-30,88035,"68505","NE","Lincoln","Lancaster","Lincoln",5636,136000,-0.000734753857457751,0.00294985250737463,0.0365853658536585,0.0248366689742952,0.0097697932782439,"2016-03","2016-Q1",136100,-0.000734753857457752,"2016-02"
2016-04-30,66535,"20657","MD","Washington","Calvert","Lusby",5637,202700,-0.0029513034923758,-0.00637254901960784,-0.0268843014882381,-0.0133596009011809,-0.0309561521708493,"2006-07","2006-Q3",281500,-0.279928952042629,"2004-08"
2016-04-30,90765,"75212","TX","Dallas-Fort Worth","Dallas","Dallas",5638,67600,0,-0.00588235294117647,0.0868167202572347,0.0174451391673367,-0.00531466138536174,"2007-03","2007-Q1",74700,-0.0950468540829987,"2004-08"
2016-04-30,72435,"33132","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",5639,391700,0.000766479305058763,-0.00229240957717779,0.00179028132992327,0.0969633045324101,0.00253695728775871,"2007-03","2007-Q1",414000,-0.0538647342995169,"2006-07"
2016-04-30,99129,"97215","OR","Portland","Multnomah","Portland",5640,507900,0.00634040023776501,0.0289708265802269,0.223855421686747,0.107014729964658,0.0439674643311332,"2016-04","2016-Q2",507900,0,"2016-04"
2016-04-30,72550,"33331","FL","Miami-Fort Lauderdale","Broward","Weston",5641,449000,0.00672645739910314,0.0186025408348457,0.0584629891560585,0.0604548393599496,-0.0171510519875165,"2006-07","2006-Q3",541600,-0.170974889217134,"2005-05"
2016-04-30,95167,"86323","AZ","Prescott","Yavapai","Chino Valley",5642,239000,0.00462379150903741,0.0157246068848279,0.0579902611775122,0.062023223361994,-0.0153909881148711,"2006-12","2006-Q4",286000,-0.164335664335664,"2005-08"
2016-04-30,77344,"44833","OH","Bucyrus","Crawford","Galion",5643,65700,-0.00151975683890578,0.00458715596330275,-0.0450581395348837,0.0241872450823417,-0.0213198585270793,"2005-08","2005-Q3",83600,-0.214114832535885,"1997-12"
2016-04-30,85923,"63105","MO","St. Louis","Saint Louis","Clayton",5644,575900,0.00717033927946835,0.0229129662522202,0.0582506431459022,0.0403729529930852,0.00906611711228966,"2016-04","2016-Q2",575900,0,"2016-04"
2016-04-30,70280,"29053","SC","Columbia","Lexington","Gaston",5645,75500,-0.00264200792602378,-0.015645371577575,0.0147849462365591,-0.0745170273253728,,"2009-09","2009-Q3",126100,-0.401268834258525,
2016-04-30,85337,"62208","IL","St. Louis","Saint Clair","Fairview Heights",5646,104500,-0.000956022944550669,0.00480769230769231,0.0429141716566866,-0.0215062116687107,-0.0180669554380873,"2006-06","2006-Q2",126000,-0.170634920634921,"2003-11"
2016-04-30,58875,"02724","MA","Providence","Bristol","Fall River",5647,200000,-0.00249376558603491,-0.00497512437810945,0.000500250125062531,0.0161543012111742,-0.0194472948012435,"2006-07","2006-Q3",246300,-0.187982135606983,"2004-01"
2016-04-30,97819,"94618","CA","San Francisco","Alameda","Oakland",5648,1253600,-0.00159286396941701,0.0106417284746856,0.153371975342718,0.106907833044386,0.0340037922924732,"2016-03","2016-Q1",1255600,-0.00159286396941701,"2016-03"
2016-04-30,72682,"33566","FL","Tampa","Hillsborough","Plant City",5649,183100,0.00164113785557987,0.0093715545755237,0.0379818594104308,0.0514162768400765,-0.0255549227435105,"2006-09","2006-Q3",245000,-0.25265306122449,"2005-04"
2016-04-30,399605,"60403","IL","Chicago","Will","Crest Hill",5650,142900,0.00421644413211525,0.0178062678062678,0.0385174418604651,0.00511608351922277,-0.0245905105650329,"2007-05","2007-Q2",185900,-0.231307154384077,"2002-12"
2016-04-30,84409,"60160","IL","Chicago","Cook","Melrose Park",5651,166000,-0.00180396873120866,-0.00717703349282297,-0.0589569160997732,0.0362896686702705,-0.0469484767887003,"2007-05","2007-Q2",274500,-0.395264116575592,"2001-10"
2016-04-30,62293,"11946","NY","New York","Suffolk","Hampton Bays",5652,464000,-0.000215470803706098,0.0144293834717971,0.0382635936451108,0.0256051052309132,-0.00954394285408433,"2006-12","2006-Q4",523100,-0.112980309692219,"2005-05"
2016-04-30,78233,"46733","IN","Decatur","Adams","Decatur",5653,103000,-0.00675024108003857,-0.0209125475285171,-0.0143540669856459,0.0163018681280294,-0.00445211939544465,"2005-12","2005-Q4",111900,-0.0795352993744415,"2004-07"
2016-04-30,84404,"60154","IL","Chicago","Cook","Westchester",5654,216000,0.00558659217877095,0.0164705882352941,0.0931174089068826,0.0209807644173268,-0.0245671032454544,"2007-02","2007-Q1",287200,-0.247910863509749,"2003-04"
2016-04-30,77305,"44705","OH","Canton","Stark","Canton",5655,46300,0.00871459694989107,0.00652173913043478,0.0570776255707763,-0.0136754048288661,-0.0352678622248377,"2006-07","2006-Q3",66800,-0.30688622754491,"1997-12"
2016-04-30,71334,"30824","GA","Augusta","McDuffie","Thomson",5656,81900,0,0.00614250614250614,0.00614250614250614,0.0252484488479856,-0.00927659944779791,"2009-10","2009-Q4",94000,-0.128723404255319,"2009-01"
2016-04-30,60205,"06226","CT","Worcester","Windham","Willimantic",5657,116600,-0.00341880341880342,-0.0135363790186125,-0.0709163346613546,-0.0386488698104944,-0.0384634974210932,"2006-05","2006-Q2",172600,-0.324449594438007,"2003-03"
2016-04-30,97769,"94563","CA","San Francisco","Contra Costa","Orinda",5658,1461300,0.000410761963442185,0.00550471341085805,0.0814030933175461,0.0743003460667813,0.0171904956203792,"2016-04","2016-Q2",1461300,0,"2016-04"
2016-04-30,91894,"77384","TX","Houston","Montgomery","Conroe",5659,290800,0.000688231245698555,0.010775112964894,-0.00716968248548993,0.0483026445670138,0.0390802141656057,"2015-02","2015-Q1",294000,-0.0108843537414966,"2014-12"
2016-04-30,73044,"34222","FL","North Port-Sarasota-Bradenton, FL","Manatee","Ellenton",5660,230400,-0.00346020761245675,0.00173913043478261,0.0607734806629834,0.0971924686450385,-0.0352898375634569,"2006-03","2006-Q1",332700,-0.307484220018034,"2004-10"
2016-04-30,73047,"34228","FL","North Port-Sarasota-Bradenton, FL","Sarasota","Longboat Key",5661,645600,0.00295168556781109,0.0138190954773869,0.0733167082294264,0.0546887711371442,-0.0135543086888632,"2006-01","2006-Q1",749900,-0.139085211361515,"2005-03"
2016-04-30,92419,"78374","TX","Corpus Christi","San Patricio","Portland",5662,155300,0.00322997416020672,-0.0019280205655527,0.0264375413086583,0.0319534482564166,0.0105700625905487,"2016-01","2016-Q1",155600,-0.0019280205655527,"2015-11"
2016-04-30,84360,"60106","IL","Chicago","Du Page","Bensenville",5663,189700,0.00476694915254237,0.00797024442082891,-0.00472193074501574,0.0104404500494639,-0.034753582056105,"2007-05","2007-Q2",284600,-0.333450456781448,"2002-05"
2016-04-30,60922,"08028","NJ","Philadelphia","Gloucester","Glassboro",5664,172600,-0.00115740740740741,-0.000579038795599305,0.012316715542522,-0.00479693210578702,-0.0152642573717138,"2007-08","2007-Q3",211800,-0.185080264400378,"2004-12"
2016-04-30,68600,"25414","WV","Washington","Jefferson","Charles Town",5665,230900,-0.00129757785467128,0.00741710296684119,0.0109457092819615,0.0472546408546219,,"2007-02","2007-Q1",271700,-0.150165623849834,
2016-04-30,84516,"60465","IL","Chicago","Cook","Palos Hills",5666,166000,0.00120627261761158,0.00850546780072904,0.0928242264647794,0.0215693467197053,-0.0279035456214128,"2007-03","2007-Q1",222500,-0.253932584269663,"2003-05"
2016-04-30,58787,"02492","MA","Boston","Norfolk","Needham",5667,836500,-0.00238521168753727,-0.00274201239866476,0.0485083980947606,0.0448911518104398,0.0227487285810453,"2016-02","2016-Q1",839900,-0.00404810096440052,"2016-01"
2016-04-30,60635,"07205","NJ","New York","Union","Hillside",5668,212400,0.00759013282732448,0.0340798442064265,0.077079107505071,0.00438864415632678,-0.0437986561280532,"2006-09","2006-Q3",341500,-0.378038067349927,"2003-04"
2016-04-30,81248,"53149","WI","Milwaukee","Waukesha","Town of Mukwonago",5669,250300,-0.000399361022364217,0.000399680255795364,0.0233033524121014,0.0161779663865387,-0.00174110087699264,"2006-06","2006-Q2",255300,-0.0195848021934978,"2006-01"
2016-04-30,91308,"76205","TX","Dallas-Fort Worth","Denton","Denton",5670,185200,0.00761697497279652,0.02263942573164,0.129268292682927,0.069425657576458,0.0306045168477347,"2016-04","2016-Q2",185200,0,"2016-04"
2016-04-30,60967,"08077","NJ","Philadelphia","Burlington","Cinnaminson",5671,237300,-0.00252206809583859,-0.00419639110365086,-0.0186104218362283,-0.00854194312075263,-0.0231078697764616,"2006-10","2006-Q4",309100,-0.232287285668069,"2004-01"
2016-04-30,60701,"07508","NJ","New York","Passaic","North Haledon",5672,299500,0.00604635539133356,0.01663272233537,0.0267398011655811,-0.00577504342328305,-0.036168925539741,"2007-02","2007-Q1",441700,-0.321937966945891,"2003-05"
2016-04-30,74103,"37015","TN","Nashville","Cheatham","Ashland City",5673,126300,0.00397456279809221,0.00637450199203187,0.0395061728395062,0.0384230824113532,0.0246529992147324,"2016-04","2016-Q2",126300,0,"2016-04"
2016-04-30,96092,"90222","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Compton",5674,308400,0.00784313725490196,0.029029029029029,0.120639534883721,0.116317374635781,-0.0139456870771562,"2006-09","2006-Q3",391800,-0.212863705972435,"2005-08"
2016-04-30,63010,"13203","NY","Syracuse","Onondaga","Syracuse",5675,72000,-0.00689655172413793,-0.0013869625520111,-0.027027027027027,-0.00138313116009525,0,"2009-12","2009-Q4",77700,-0.0733590733590734,"2006-01"
2016-04-30,82021,"54981","WI",,"Waupaca","Waupaca",5676,141100,-0.00563777307963354,-0.0262249827467219,-0.0262249827467219,-0.00829416577174036,,"2010-02","2010-Q1",151600,-0.0692612137203166,"2009-11"
2016-04-30,73054,"34235","FL","North Port-Sarasota-Bradenton, FL","Sarasota","The Meadows",5677,195700,0.0124159337816865,0.0387473460721868,0.111931818181818,0.0896431161503621,-0.032670024227067,"2006-04","2006-Q2",272800,-0.282624633431085,"2005-02"
2016-04-30,58607,"02066","MA","Boston","Plymouth","Town of Scituate",5678,518700,0.00115807759119861,0.0109140518417462,0.028758429194764,0.0348254197270534,0.0000964459735484091,"2005-08","2005-Q3",539600,-0.0387323943661972,"2005-01"
2016-04-30,93452,"80528","CO","Fort Collins","Larimer","Fort Collins",5679,413900,0.00412421154779233,0.0152072602403728,0.0923726576933228,0.0632444036059228,0.0329144737639415,"2016-04","2016-Q2",413900,0,"2016-04"
2016-04-30,97513,"94022","CA","San Jose","Santa Clara","Los Altos",5680,3457200,0.00485394564743497,0.0185310667884394,0.119958534452039,0.141358619530688,0.0592388208893397,"2016-04","2016-Q2",3457200,0,"2016-04"
2016-04-30,65372,"18109","PA","Allentown","Lehigh","Allentown",5681,109300,0.00275229357798165,0.00644567219152855,0.0611650485436893,-0.000182882236082316,-0.0169671778478266,"2007-06","2007-Q2",141200,-0.225920679886686,"2005-07"
2016-04-30,90310,"74127","OK","Tulsa","Tulsa","Tulsa",5682,61400,-0.0016260162601626,-0.0128617363344051,0.00986842105263158,0.0128594339441384,0.00450713755942633,"2014-02","2014-Q1",64100,-0.0421216848673947,"2013-09"
2016-04-30,70926,"30153","GA","Cedartown","Polk","Rockmart",5683,89800,0.00223214285714286,0.00447427293064877,0.0405561993047509,0.0414405232624631,-0.0139076229553391,"2007-08","2007-Q3",108900,-0.175390266299357,"2002-11"
2016-04-30,82128,"55127","MN","Minneapolis-St Paul","Ramsey","Vadnais Heights",5684,279500,-0.00392017106200998,-0.00675195451314854,0.0290868924889543,0.055845666417254,-0.00930837326184708,"2005-04","2005-Q2",310700,-0.100418410041841,"2004-06"
2016-04-30,58958,"02878","RI","Providence","Newport","Town of Tiverton",5685,231100,0.0012998266897747,0.00303819444444444,0.0216622458001768,-0.00418746556245864,-0.0260475020838909,"2006-10","2006-Q4",310600,-0.255956213779781,"2003-07"
2016-04-30,75909,"41076","KY","Cincinnati","Campbell","Cold Spring",5686,129800,-0.000769822940723634,0.00231660231660232,0.00231660231660232,0.0100004027751761,-0.000843530892206901,"2008-02","2008-Q1",131500,-0.0129277566539924,"2007-09"
2016-04-30,98046,"95212","CA","Stockton","San Joaquin","Stockton",5687,311900,0.00224935732647815,0.0176182707993475,0.0811091854419411,0.0950304093534009,-0.042473220501243,"2006-04","2006-Q2",481400,-0.352098047361861,"2004-05"
2016-04-30,92839,"79110","TX","Amarillo","Potter","Amarillo",5688,93700,0.00321199143468951,0.00428724544480171,0.0162689804772234,0.00410558323357879,0.00470880243665484,"2007-12","2007-Q4",97300,-0.0369989722507708,"2007-09"
2016-04-30,70176,"28732","NC","Asheville","Henderson","Fletcher",5689,221600,0.0036231884057971,0.0114103149246919,0.0537327627199239,0.0322280236909791,0.0113754238477248,"2016-04","2016-Q2",221600,0,"2016-04"
2016-04-30,66054,"19801","DE","Philadelphia","New Castle","Wilmington",5690,90800,-0.0173160173160173,-0.0580912863070539,-0.160037002775208,-0.0167458665647437,-0.0208527159897186,"2008-02","2008-Q1",117400,-0.226575809199319,"2004-08"
2016-04-30,84694,"60805","IL","Chicago","Cook","Evergreen Park",5691,158500,0.00379987333755541,0.01148691767709,0.0278858625162127,0.00669386592848342,-0.0301635026304696,"2007-08","2007-Q3",219000,-0.276255707762557,"2003-07"
2016-04-30,75012,"38804","MS","Tupelo","Lee","Tupelo",5692,117000,0,-0.0118243243243243,0.0147441457068517,0.0153863385218489,0.013715324782857,"2013-07","2013-Q3",141500,-0.173144876325088,"2012-11"
2016-04-30,78914,"48030","MI","Detroit","Oakland","Hazel Park",5693,56700,0,-0.00351493848857645,0.0677966101694915,0.0755172179897423,-0.0565656130497659,"2005-12","2005-Q4",103900,-0.454282964388835,"1997-01"
2016-04-30,88678,"70563","LA","Lafayette","Iberia","New Iberia",5694,150800,0.0307587149692413,0.0959302325581395,-0.0832826747720365,0.00704294969331021,0.0266721718790133,"2015-02","2015-Q1",170500,-0.115542521994135,"2013-11"
2016-04-30,80075,"50009","IA","Des Moines","Polk","Altoona",5695,185500,0.00107933081489477,0.00705754614549403,0.0527809307604994,0.038056659216029,0.0128281722333785,"2016-04","2016-Q2",185500,0,"2016-04"
2016-04-30,93241,"80109","CO","Denver","Douglas","Castle Rock",5696,411000,0.00366300366300366,0.0163204747774481,0.112916328188465,0.0887976195877977,0.0278434762887965,"2016-04","2016-Q2",411000,0,"2016-04"
2016-04-30,74549,"37909","TN","Knoxville","Knox","Knoxville",5697,150700,-0.00132538104705103,-0.00855263157894737,-0.010505581089954,0.00857735231703138,0.00269376372735364,"2007-08","2007-Q3",153800,-0.0201560468140442,"2007-02"
2016-04-30,90297,"74106","OK","Tulsa","Tulsa","Tulsa",5698,51600,-0.00386100386100386,-0.0171428571428571,-0.0152671755725191,0.0305126950771633,0.00938113666422402,"2015-07","2015-Q3",54100,-0.0462107208872458,"2015-03"
2016-04-30,96135,"90303","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Inglewood",5699,438500,0.00297346752058554,0.0131700554528651,0.0465393794749403,0.079664288145683,-0.0158756409860252,"2006-11","2006-Q4",534700,-0.17991397045072,"2005-06"
2016-04-30,81210,"53094","WI","Watertown","Jefferson","Watertown",5700,146900,0.00410116199589884,0.0145027624309392,0.0229805013927577,0.0156883423104566,-0.00706913635208128,"2007-05","2007-Q2",158300,-0.0720151610865445,"2005-02"
2016-04-30,79501,"49008","MI","Kalamazoo","Kalamazoo","Kalamazoo",5701,126600,-0.003933910306845,0.00158227848101266,0.0111821086261981,0.023170364902706,-0.00469478803090939,"2006-03","2006-Q1",133000,-0.0481203007518797,"2004-05"
2016-04-30,91351,"76301","TX","Wichita Falls","Wichita","Wichita Falls",5702,43500,0.00230414746543779,-0.0224719101123596,-0.0333333333333333,-0.0305506831642298,-0.0355917342750772,"2006-05","2006-Q2",63100,-0.310618066561014,
2016-04-30,62042,"11232","NY","New York","Kings","New York",5703,496700,-0.00180868167202572,-0.0349718282494657,0.0194991789819376,0.0590107175222889,0.0528415753592171,"2015-10","2015-Q4",529600,-0.0621223564954683,"2015-07"
2016-04-30,58449,"01610","MA","Worcester","Worcester","Worcester",5704,134800,-0.00369549150036955,-0.013899049012436,-0.0267148014440433,0.0181595446525824,-0.0297350964453289,"2005-12","2005-Q4",187300,-0.280298985584624,"2003-02"
2016-04-30,66695,"20895","MD","Washington","Montgomery","South Kensington",5705,552100,0.00400072740498272,0.0186346863468635,0.0458420155332449,0.026848306013018,0.00360232442146957,"2016-04","2016-Q2",552100,0,"2016-04"
2016-04-30,73120,"34474","FL","Ocala","Marion","Ocala",5706,140300,0.00285918513223731,0.010806916426513,0.0263350402340892,0.0411153522737882,-0.0441179255928816,"2007-01","2007-Q1",232300,-0.396039603960396,"2004-10"
2016-04-30,72801,"33760","FL","Tampa","Pinellas","South Highpoint",5707,130000,0.0023130300693909,0.00541376643464811,0.108269394714407,0.0739409237857793,-0.0376927840777003,"2006-05","2006-Q2",190900,-0.319015191199581,"2004-09"
2016-04-30,61105,"08550","NJ","Trenton","Mercer","West Windsor",5708,614600,-0.00275839688463411,-0.00162443144899285,-0.00982761398421137,0.0130924888631672,-0.00401033482520785,"2006-05","2006-Q2",641100,-0.0413352051162065,"2005-08"
2016-04-30,68866,"26041","WV","Wheeling","Marshall","Moundsville",5709,73500,0.00136239782016349,-0.00135869565217391,0.0590778097982709,0.0562703916547656,0.00360799045207827,"2015-12","2015-Q4",73700,-0.00271370420624152,"2015-12"
2016-04-30,81205,"53089","WI","Milwaukee","Waukesha","Sussex",5710,269600,0.0026031982149498,0.00898203592814371,0.0473970473970474,0.0163510793332484,-0.000591542672413459,"2006-06","2006-Q2",271900,-0.00845899227657227,"2006-02"
2016-04-30,81271,"53185","WI","Racine","Racine","Waterford",5711,236700,0.00680561463207146,0.0193798449612403,0.0585867620751342,0.0233503339843679,-0.0109311040556213,"2007-09","2007-Q3",270100,-0.123657904479822,"2005-10"
2016-04-30,63471,"14214","NY","Buffalo","Erie","Buffalo",5712,120100,0.0092436974789916,0.0389273356401384,0.0452567449956484,0.0545245028873587,,"2016-04","2016-Q2",120100,0,"2016-04"
2016-04-30,77899,"45895","OH","Wapakoneta","Auglaize","Wapakoneta",5713,116700,-0.00341588385994876,-0.00680851063829787,0.0130208333333333,0.0205776399086401,0.00759118534386793,"2016-02","2016-Q1",117500,-0.00680851063829787,"2015-09"
2016-04-30,58904,"02790","MA","Providence","Bristol","Westport",5714,353700,-0.00506329113924051,-0.0067396798652064,-0.00534308211473566,0.0199089554709708,-0.00732926568612491,"2005-07","2005-Q3",401300,-0.118614502865687,"2004-07"
