"RegionID","State","SizeRank","X1996.04","X1996.05","X1996.06","X1996.07","X1996.08","X1996.09","X1996.10","X1996.11","X1996.12","X1997.01","X1997.02","X1997.03","X1997.04","X1997.05","X1997.06","X1997.07","X1997.08","X1997.09","X1997.10","X1997.11","X1997.12","X1998.01","X1998.02","X1998.03","X1998.04","X1998.05","X1998.06","X1998.07","X1998.08","X1998.09","X1998.10","X1998.11","X1998.12","X1999.01","X1999.02","X1999.03","X1999.04","X1999.05","X1999.06","X1999.07","X1999.08","X1999.09","X1999.10","X1999.11","X1999.12","X2000.01","X2000.02","X2000.03","X2000.04","X2000.05","X2000.06","X2000.07","X2000.08","X2000.09","X2000.10","X2000.11","X2000.12","X2001.01","X2001.02","X2001.03","X2001.04","X2001.05","X2001.06","X2001.07","X2001.08","X2001.09","X2001.10","X2001.11","X2001.12","X2002.01","X2002.02","X2002.03","X2002.04","X2002.05","X2002.06","X2002.07","X2002.08","X2002.09","X2002.10","X2002.11","X2002.12","X2003.01","X2003.02","X2003.03","X2003.04","X2003.05","X2003.06","X2003.07","X2003.08","X2003.09","X2003.10","X2003.11","X2003.12","X2004.01","X2004.02","X2004.03","X2004.04","X2004.05","X2004.06","X2004.07","X2004.08","X2004.09","X2004.10","X2004.11","X2004.12","X2005.01","X2005.02","X2005.03","X2005.04","X2005.05","X2005.06","X2005.07","X2005.08","X2005.09","X2005.10","X2005.11","X2005.12","X2006.01","X2006.02","X2006.03","X2006.04","X2006.05","X2006.06","X2006.07","X2006.08","X2006.09","X2006.10","X2006.11","X2006.12","X2007.01","X2007.02","X2007.03","X2007.04","X2007.05","X2007.06","X2007.07","X2007.08","X2007.09","X2007.10","X2007.11","X2007.12","X2008.01","X2008.02","X2008.03","X2008.04","X2008.05","X2008.06","X2008.07","X2008.08","X2008.09","X2008.10","X2008.11","X2008.12","X2009.01","X2009.02","X2009.03","X2009.04","X2009.05","X2009.06","X2009.07","X2009.08","X2009.09","X2009.10","X2009.11","X2009.12","X2010.01","X2010.02","X2010.03","X2010.04","X2010.05","X2010.06","X2010.07","X2010.08","X2010.09","X2010.10","X2010.11","X2010.12","X2011.01","X2011.02","X2011.03","X2011.04","X2011.05","X2011.06","X2011.07","X2011.08","X2011.09","X2011.10","X2011.11","X2011.12","X2012.01","X2012.02","X2012.03","X2012.04","X2012.05","X2012.06","X2012.07","X2012.08","X2012.09","X2012.10","X2012.11","X2012.12","X2013.01","X2013.02","X2013.03","X2013.04","X2013.05","X2013.06","X2013.07","X2013.08","X2013.09","X2013.10","X2013.11","X2013.12","X2014.01","X2014.02","X2014.03","X2014.04","X2014.05","X2014.06","X2014.07","X2014.08","X2014.09","X2014.10","X2014.11","X2014.12","X2015.01","X2015.02","X2015.03","X2015.04","X2015.05","X2015.06","X2015.07","X2015.08","X2015.09","X2015.10","X2015.11","X2015.12","X2016.01","X2016.02","X2016.03","X2016.04","location"
32,"Missouri",18,80700,81400,82000,82600,83300,83700,83700,83600,84200,85500,86700,87600,88000,88200,88900,89500,90000,90400,91000,91300,91700,92100,92600,93200,93600,94100,94300,94400,94600,94700,94800,95400,96100,96700,97500,98200,98600,99100,100000,101200,102200,102700,102800,103000,103800,104900,105800,106700,107500,108000,108600,109700,110700,111200,111800,112800,113600,114100,114800,115600,116200,117000,117900,118300,118300,118800,119600,120400,121000,121600,122200,122700,123400,124200,124700,124700,125100,126300,127800,128300,127800,127900,128900,130000,130800,131600,132100,132800,133800,134700,135600,136800,137700,137500,136500,135900,135700,136000,136500,137100,137700,138400,138800,139400,140300,141500,142500,143500,144200,144200,144300,144800,145300,145600,145600,146000,146800,147800,148400,148600,148900,149400,150000,150400,151000,151300,151700,151900,151800,151400,151300,151900,152600,153200,152900,152400,151900,151200,150100,149100,148500,148200,148100,148000,147900,147700,147500,147100,146600,146200,146100,145800,145600,145300,145100,144700,144100,143200,142600,142200,141900,141700,141600,141600,141400,140900,140100,139200,138600,138500,138000,137300,136500,135600,134300,132900,131700,130700,129600,128500,128200,128300,128300,127800,127200,126700,126400,126600,126900,126800,126600,126700,126500,126600,127300,128400,129200,129700,130400,131300,132100,132600,133200,133600,133500,132900,132500,132300,132200,132500,132500,131600,130800,130900,131300,131200,130300,128800,128100,127800,127800,127700,127900,128300,128700,128900,129300,129900,130700,131400,132000,132500,132600,132500,132800,133300,133700,134100,134400,134700,134900,"Missouri"
27,"Maryland",19,128700,128400,128000,127500,127200,127100,126900,126900,126900,127200,127500,127600,127600,127700,127700,127500,127400,127300,127300,127500,127600,127900,128600,129100,129300,129400,129500,129400,129700,130000,130300,130600,131000,131400,131900,132600,133200,133500,133700,134000,134500,135000,135300,135600,136200,136900,137500,138100,138600,139100,139800,140500,141000,141400,142000,142700,143700,144700,145800,146800,148000,149200,150300,151200,152100,153200,154600,155900,156900,158100,159600,161100,162600,164100,165700,167600,169700,171500,173300,175500,177800,180000,182000,184100,186300,188500,190800,193100,195500,198100,200900,203600,206400,209400,212500,215600,218900,222700,227100,231700,236400,241100,245800,250300,255100,260000,264600,269200,273900,279000,284200,289200,294200,299200,303700,307500,310600,313100,315500,317900,319700,321100,322400,323500,323900,323700,323400,323300,323000,322900,322700,322700,322800,322500,321400,319800,317800,315700,313800,311700,309300,306600,303700,300800,297900,294700,291300,288100,285300,282400,279600,276700,273900,271700,269800,267600,265400,263400,261100,258900,257300,256100,255000,254400,253800,252800,251600,250600,249600,248600,247500,246400,245000,243600,242300,241000,239600,238200,237100,236000,234600,232900,231400,230100,229100,228200,227000,226000,225500,225400,225100,224700,224500,224700,225100,225900,226600,227300,228000,228800,229700,230500,231300,231900,232700,233700,235200,236900,238600,240100,241600,243100,244500,245600,246300,247200,248800,250600,252100,252900,253100,252700,252200,251100,249200,248000,248400,249100,248600,248200,248100,247900,248100,249300,250300,251300,252400,253300,254000,254600,255000,"Maryland"
60,"Wisconsin",20,,,,,,,,,,,,,,,,,100200,100900,102100,103400,103900,104000,103900,103900,104100,104900,105700,106500,106900,107300,107700,108200,108400,108700,109000,110000,111300,112400,112900,113400,113500,113400,113500,113800,113900,114100,114400,115100,115800,116200,116200,116200,117000,118200,119000,119500,119900,120400,121000,121700,122500,123200,123600,123700,124400,125000,125200,125400,126100,126800,127500,127800,128000,128300,129100,130200,131000,131400,132200,133000,133500,134000,134600,135300,136100,137000,137700,138200,138700,139200,139700,140500,141000,140800,140700,141200,141600,142000,142800,143800,144400,145000,145500,146200,147100,147800,148200,148500,149000,149900,151000,152100,153100,154200,154800,155000,155300,156000,156800,157300,157400,157200,157000,156900,156700,157000,157400,157700,157700,157700,157700,158100,159000,159600,159200,158700,158400,157900,157400,157300,157000,156600,156300,156200,156100,155800,155600,155400,155100,154700,154600,154600,155200,156500,157700,158100,158200,158300,158800,159200,159300,159400,159400,159100,158500,158000,157800,157400,156600,155800,155200,154700,154200,153600,153000,152600,152400,152000,150800,149600,149100,149000,148300,147600,147200,146900,146600,146200,145900,145600,145300,145300,145500,145600,145900,146200,146300,146300,146300,146400,146300,146200,146100,146400,146800,147400,147900,148500,148900,149300,150000,150900,151700,152800,154000,154400,153400,152400,151900,151700,151900,152100,152000,151700,151400,151000,151100,151600,151800,152300,153100,153800,154600,155400,156100,156700,156600,155800,155300,155400,155600,"Wisconsin"
31,"Minnesota",21,97500,98000,98000,98000,98000,98000,97800,97900,98100,98600,99400,100000,100400,100600,100900,101200,101500,101900,102500,103100,103900,104700,105600,106600,107200,107600,108000,108400,109200,110100,110800,111700,112700,113600,114800,116000,116800,117600,118800,120200,121600,122800,124000,125200,126400,127500,128400,129400,130600,131900,133200,134600,136000,137400,138800,139900,141100,142500,143800,145300,147000,148600,149900,151200,152400,153600,154700,155700,156800,158000,159100,160000,161000,162300,163600,165000,166400,167900,169200,170500,171400,172400,173800,175300,176500,177700,178800,179800,180800,181700,182800,183900,185000,186100,187000,187600,188500,189800,191300,192800,194200,195300,196400,197600,198900,200000,201100,202400,203500,204400,205200,206000,206700,207200,207900,208700,209000,209100,209200,209600,210100,210300,210000,209600,209200,209000,209000,208900,208600,208100,207500,207000,206200,205200,204000,202800,201700,200700,199400,198000,196400,194400,192200,190200,188200,186300,184600,183200,181900,180500,179000,177500,177000,177600,178200,177900,177300,176800,176400,176100,175700,175400,175100,174700,174100,173300,172800,172600,172100,171200,170300,169600,168200,166500,165100,163900,162500,161200,159700,158000,156700,155700,154500,153300,152500,151900,151400,151300,151400,151400,151500,151800,152300,153300,154500,155400,156300,157300,158200,158700,159100,159800,160500,161300,162700,164300,165900,167500,169100,170500,171600,172600,173600,174100,174500,175000,175400,175600,175600,175900,176400,176700,177100,177500,177900,178200,179000,180000,180400,180800,181300,181400,181700,182800,183900,185000,186300,187300,188100,189100,190000,"Minnesota"
10,"Colorado",22,128800,129100,129400,129700,130100,130600,131000,131400,131800,132400,133000,133500,133800,134300,134800,135400,136100,136800,137600,138300,139300,140400,141200,141900,142400,142800,143300,143900,144400,145000,145700,146500,147500,148600,149900,151300,152900,154500,156100,157700,159100,160400,161900,163600,165000,166300,168100,169800,171400,173100,174800,176300,177800,179500,181100,182700,184200,185800,187400,189000,190500,191800,193000,194100,195300,196300,196800,197400,198100,198600,199000,199500,200300,201100,201700,202500,203300,203900,204300,204800,205300,205800,206300,206600,206700,206800,207100,207200,207600,208100,208700,209400,210000,210600,211200,211700,212000,212400,212900,213200,213500,214000,214700,215400,215900,216800,217900,218800,219400,219800,220100,220600,221300,221900,222400,222900,223500,224200,224600,225000,225600,225900,226100,226300,226500,226500,226500,226900,227300,227500,227400,227300,227400,227600,227900,228100,227800,227600,227400,226900,225900,224600,223200,222200,221400,221200,221100,220900,220600,219900,218600,217200,216200,215500,215200,214800,214400,213900,213500,213200,213100,213200,213400,213500,213600,213800,213900,213800,213600,212900,211900,210900,210000,209100,208400,207800,207300,206500,205800,205100,204300,203400,202800,202300,201900,202000,202400,203000,203300,204000,204900,205900,206800,208000,208900,209700,210600,211600,212400,213000,213900,215000,216100,217300,219000,220900,223000,225200,227300,229400,231200,233100,235100,237000,238800,240800,242700,244400,246000,247500,249000,250200,251600,253300,255200,257200,260000,263100,265900,269000,272100,275300,278600,282100,285500,289200,292700,295800,298300,300400,302200,"Colorado"
4,"Alabama",23,79800,79700,80200,80600,80700,80800,81200,81700,81800,81700,81800,82000,82000,81500,81300,81400,81500,81700,81900,82000,82400,82900,83400,83900,84400,84700,84800,85100,85500,85700,85900,86300,86700,87100,87700,88300,88900,89600,90200,90400,90400,90500,90800,91000,90900,91100,91100,91000,91200,91700,91800,92000,92300,92400,92200,92100,92300,92400,92500,92800,93100,93600,94100,94200,94200,94400,94800,95200,95800,96600,96900,96900,96600,96600,96900,97300,97300,97200,97300,97500,97500,97800,98500,98900,99000,98700,98400,98600,99300,100200,101000,101500,101800,101900,101800,102000,102500,103400,104400,105300,106200,107200,108100,108800,109600,110400,110900,112300,114200,115300,115700,116300,117100,117600,118200,119300,120400,121400,122400,123000,123400,123900,124600,125000,125300,125500,125800,126200,126600,126800,126900,126900,126800,126800,127100,127400,127800,128100,128000,127500,126900,126000,125300,124900,124700,124700,125400,126100,126000,125700,125800,125600,126000,127800,130000,131500,132300,132600,132400,131900,131400,131400,131700,131900,131600,130800,129400,128300,127800,127400,126700,126000,125400,124600,123700,123000,122200,121300,120600,120100,119600,119400,119000,118800,119000,119200,119000,119000,119100,119000,119000,119500,119800,120000,120000,120000,120200,120500,120500,120600,121100,121600,121700,121800,121900,122100,122600,123100,123700,124300,124700,125100,125400,125800,126400,126300,124700,123200,122500,122200,121800,121900,122300,122700,122200,121500,121300,121500,121800,122200,122400,122600,122700,122700,122600,122800,123000,123100,123100,123100,123300,"Alabama"
51,"South Carolina",24,80800,80900,81100,81100,80800,80600,80700,80900,81200,81500,81700,81900,82100,82200,82300,82700,83400,83700,83800,84100,84500,84800,85200,85800,86000,86300,86700,87300,87900,88500,89100,89600,89900,90400,91100,91800,92400,92800,93100,93600,94100,94300,94600,95000,95500,96100,96600,97000,97600,98300,98900,99200,99400,99700,100000,100400,100700,100900,100900,101000,101200,101500,101700,101900,102200,102900,103400,103600,103900,104100,104400,104600,104900,105200,105600,105800,106000,106300,106900,107300,107400,107700,108100,108600,108800,109200,109600,110200,110600,110900,111200,111700,112100,112400,113000,113700,114300,114900,115400,116100,116800,117400,118000,118800,119900,120900,121700,122500,123400,124200,125000,125900,126900,127800,128700,129800,130700,131400,132000,132600,133300,133700,134200,134800,135500,136000,136400,136700,136900,136800,136600,136400,136200,136200,136200,136100,135800,135900,135600,135200,134600,134100,133800,133600,133300,133200,133100,132900,132400,131800,131400,130800,131000,132500,134000,134700,134900,135000,135000,134900,134700,134500,134400,134300,134200,133900,133200,132600,132400,132300,131900,131200,130800,130500,130200,129700,129100,128400,127800,127300,126600,125900,125200,124800,124500,124000,123600,123300,122800,122100,121800,121400,121000,120800,121000,121200,121500,121700,121900,122000,122100,121900,121700,121700,122000,122400,122900,123600,124200,124800,125600,126800,127400,127700,127800,128400,129300,129400,129400,129900,130300,130300,130700,130900,131200,131700,132400,133000,133300,134500,135200,134800,134400,134800,135100,135400,135900,136300,136600,136800,137100,"South Carolina"
24,"Kentucky",25,79100,79000,79300,79900,80300,80700,81000,81100,81400,81600,81800,82000,82200,82600,83000,83400,83500,83700,84000,84400,84600,84800,85200,85500,85800,86000,86300,86600,87100,87500,87700,87800,88100,88600,89200,89700,90300,90600,90800,91100,91400,91600,91800,92000,92000,92300,92700,93100,93500,93800,93900,94100,94500,94800,94800,95100,95600,95900,96000,96400,96800,97300,97800,98200,98500,98600,98700,98800,99100,99500,99900,100200,100300,100600,100900,101200,101400,101700,102200,102700,103100,103400,103500,103700,104000,104300,104500,104600,104700,105100,105500,105900,106400,106900,107400,107900,108500,108800,109100,109400,109900,110300,110700,111100,111300,111400,111700,111800,111800,112200,112600,112900,113200,113600,114100,114400,114500,114400,114400,114500,114800,115100,115400,115600,115700,115900,116000,116200,116400,116400,116300,116200,115900,115800,115800,115800,115800,115700,115700,115900,115900,115500,115100,115200,115400,115500,115400,115300,115300,115500,115400,115000,115000,116100,117800,118700,118900,118900,119100,119600,120200,120700,121000,121100,121300,121300,121100,121000,121000,121100,121100,120900,120500,120100,119600,119300,119200,119200,118900,118500,118500,118600,118400,118300,118100,117700,117600,117600,117700,117500,117400,117600,118000,118400,118700,118900,119000,118900,118900,119100,119400,119300,119100,119100,119300,119800,120600,121400,122100,122700,123400,124200,124600,124800,125200,125200,124200,123200,122800,122500,122400,122500,122700,123000,123200,123200,123400,123900,124500,125100,125400,125700,126000,126400,126800,127300,127800,128300,128600,129000,129400,"Kentucky"
46,"Oregon",26,126400,127100,127600,128100,128800,129400,130000,130700,131200,131700,132200,132600,132900,133100,133400,133900,134300,134800,135400,136100,136800,137500,138100,138600,139000,139300,139400,139600,140000,140500,140800,141300,141800,142100,142600,143400,143800,144000,144500,145100,145300,145400,145700,146100,146100,146200,146800,147300,147500,148000,148600,149100,149300,149500,149500,149700,150200,151000,151800,152500,152900,153400,153800,154100,154200,154600,155100,155400,156000,156800,157500,158200,159000,159400,159900,160500,161300,162000,162800,163500,164500,165600,166400,167100,167900,168700,169500,170300,171100,172200,173500,174900,176100,177200,178200,179200,180600,182300,183900,185700,187700,189600,191700,194000,196000,198100,200600,203200,206100,209400,213300,217200,221500,225800,230000,234000,237700,241000,244200,247500,250700,253600,255900,258200,260400,261900,262700,263600,264300,264800,265300,266000,266600,266800,266700,266200,265200,264100,263200,261900,260300,258500,256800,255300,253800,252100,250500,248800,246900,244800,242500,239900,237900,237300,236800,235300,233700,232100,230400,228900,227800,227000,226500,226300,226100,225600,224700,223700,222300,221000,219500,217900,216100,214300,212500,211100,209800,208400,206800,205100,203300,201600,200300,199400,198700,198200,197800,197600,197400,197500,197800,198200,198900,199600,200500,201200,202000,202900,203800,204500,205200,205800,206700,208300,210500,212800,215300,218400,221300,223800,226000,228000,229800,231400,232900,234100,235300,236400,236700,236500,236500,236800,237100,238200,239000,239300,240300,242100,244000,246600,249500,251800,253900,256700,259700,262500,265100,267800,270500,272800,274500,"Oregon"
45,"Oklahoma",27,57500,57500,57600,57700,57700,57900,58000,58000,58300,58500,58500,58600,58900,59200,59300,59600,59800,60000,60200,60300,60400,60700,61000,61300,61500,61800,62200,62200,62400,62600,62900,63300,63800,63900,64000,64300,64600,64800,65000,65200,65400,65600,65900,66200,66500,66700,67000,67200,67500,67700,67900,68200,68500,68700,68900,69000,69100,69500,69900,70000,70100,70300,70500,70900,71200,71300,71300,71400,71500,71600,71800,72100,72300,72400,72600,72700,72800,73100,73300,73400,73700,74100,74300,74400,74500,74900,75200,75300,75600,75600,75800,76100,76300,76300,76400,76800,77300,77500,77600,77800,78100,78600,79000,79100,79200,79400,79700,80000,80200,80400,80700,81100,81300,81500,81800,82200,82700,83000,83200,83300,83200,83300,83500,83700,84000,84200,84400,84600,84700,84700,84700,84800,85000,85200,85400,85500,85600,85800,85900,85900,85900,85900,85900,85900,86100,86300,86300,86300,86300,86300,86400,86300,86900,87900,88900,89200,89500,89700,90000,90300,90500,90700,91000,91200,91300,91300,91100,91100,91100,91200,91300,91200,91100,91000,91000,91000,90900,90600,90700,91100,91300,91200,91300,91400,91600,91700,91800,92000,92400,92600,92900,93500,94400,95100,95600,96200,96800,97400,98100,98600,98900,99100,99200,99500,99900,100300,101100,102200,103000,103900,105100,106300,107000,107900,108300,108200,108000,108100,108000,108100,108400,108800,109200,109500,109600,109700,110200,110800,111200,112200,112900,112800,112600,112700,112500,112800,113200,113400,113600,113800,113900,"Oklahoma"
11,"Connecticut",28,135000,135300,135500,135600,135800,135800,135600,135500,135600,135900,136400,136700,136700,136900,137000,137100,137200,137500,137900,138300,138900,139700,140600,141500,142200,142400,142500,142800,143200,143600,144300,145100,146100,147300,148400,149400,150300,151400,152500,153500,154200,155200,156300,157300,158000,159300,160800,161800,162400,163400,164600,165800,166800,167600,168500,169600,170800,172000,173500,175100,176600,178000,179100,180300,182000,183800,185700,187300,188900,190600,191900,193300,195300,197500,199600,202100,204600,206700,208800,211300,213700,216000,218400,220700,222800,224600,226500,228300,230000,231800,233900,235900,237900,240000,242000,244200,246800,249800,253000,256100,259100,262100,264800,267200,269400,271700,273800,275800,277800,279900,281800,283900,286000,287900,289600,291500,292900,293700,294400,295100,295500,295600,295500,295200,294900,294500,294200,293800,293400,293100,293300,293500,293500,292900,292200,291100,290200,289100,288000,286900,285700,283800,281800,280300,279100,278000,276700,275200,273900,272700,271500,269900,268300,267300,266400,265000,263300,261700,260600,259800,259300,258900,258600,258400,258300,258200,257800,257300,256900,256500,255900,255100,253900,252600,251300,250000,248900,247900,246700,245400,244000,242900,242200,241400,240600,239700,238600,237700,236800,236100,235600,235400,235000,234400,233800,233600,233300,232700,232600,232700,233000,233400,233600,233600,233900,234100,234700,235500,236600,237700,238700,239300,239900,240300,240200,240100,240700,241400,241600,241000,240300,239700,239100,238600,238000,237600,237900,238500,238500,238200,237900,238100,238000,237800,237400,237100,236900,236800,236700,236500,236200,"Connecticut"
19,"Iowa",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118100,119400,119900,121100,121300,120200,117500,114200,111700,110900,110900,111100,112000,112800,113200,114100,115400,115900,116100,116700,117000,117100,117200,117400,117500,117900,118500,119000,119300,120100,121700,123000,123500,123800,123500,122600,121600,120900,121300,122000,122300,121700,121500,121900,122100,122200,123200,124600,125200,125000,125400,126300,127000,126700,127200,128200,127800,126400,125900,126100,126700,127300,127500,127300,126800,126100,125800,126500,127500,128100,128700,129800,130500,130700,130600,130700,130900,130900,131300,132200,132900,"Iowa"
34,"Mississippi",30,64200,64200,64400,64600,65000,65500,65600,65500,65400,65200,65000,65100,65300,65600,65900,66100,66500,67000,67700,68200,68600,68700,68900,69400,70000,70400,70900,71600,72000,72100,72100,71900,72000,72300,72800,73200,73400,73400,73200,73000,73000,73200,73500,73500,73400,73400,73800,74100,73800,73500,73600,74000,74000,73700,73500,73600,73800,74500,75000,75400,75600,75900,76200,76400,76600,76700,76800,76900,77100,77200,77100,76900,76900,77100,76900,76700,76400,76500,76700,77000,77000,77200,77700,78100,78400,78700,79200,80000,80600,80800,80700,80700,81200,81700,81800,82000,82400,82700,83000,83100,83300,83800,84300,84700,85100,84800,84300,84000,84000,84100,84000,83800,83900,84100,84700,85500,85800,85700,85900,86700,87700,88300,88900,89700,90100,90500,91200,91900,92600,93600,94700,95200,95400,95800,96300,96800,97100,97200,97100,97100,97300,97900,98500,99000,99100,99500,100100,101100,102900,105400,107700,110000,112300,114400,116500,119100,121800,124500,126700,127500,127100,126500,126200,125300,124300,123600,123100,123200,123400,123000,121800,120200,119000,118000,117100,116200,115600,115000,113400,112700,113700,114600,113900,112600,111100,110200,110000,110200,110600,111600,112500,113000,113600,114200,113900,116500,121700,125100,126200,127600,128400,128800,129700,126900,121800,120300,123100,125400,126400,126400,125600,124400,123100,122000,122000,121600,119000,115500,113500,112600,112100,112000,112400,112700,112900,112600,112000,112800,114200,115300,115700,115300,114100,113500,113400,113100,113100,113300,113200,114000,115400,"Mississippi"
6,"Arkansas",31,66400,66300,66300,66200,65900,65800,66000,66000,66100,66200,66400,66800,67400,67700,67700,67600,67700,67800,68000,68300,68600,68700,68900,69200,69500,69500,69700,69900,70200,70300,70500,70800,71000,70900,70800,70900,71100,71100,71100,71200,71600,71900,71900,72000,72300,72400,72600,72800,72800,73000,73200,73500,73600,73700,73900,74000,74100,74400,74800,74900,75100,75400,75700,75900,76100,76000,76100,76100,76300,76300,76500,76900,77300,77300,77400,77800,78300,78800,79100,79500,79800,80100,80300,80700,81100,81700,82100,82300,82600,83100,83600,84000,84700,85200,85500,85900,86300,86700,87200,87700,88100,88500,88900,89200,89600,90200,91000,91700,92200,92800,93500,94200,94800,95400,96100,97000,97700,98200,98500,98700,99100,99600,99900,100200,100500,100900,101200,101500,101600,101800,101900,102100,102500,102900,103200,103500,103700,103600,103700,104000,104100,103900,103900,103700,103500,103300,103300,103100,103100,102900,102700,102400,102700,103300,103900,104200,104500,104600,104600,104800,105100,105400,105500,105600,105500,105300,105100,105100,105300,105500,105600,105500,105200,104900,104700,104600,104100,103700,103500,103400,103000,102600,102300,102000,101700,101400,101300,101200,101000,100900,101000,101100,101300,101600,101800,102100,102400,102700,102800,103100,103400,103500,103700,104100,104600,105200,105700,106400,107200,107900,108300,108900,109800,110700,111000,110800,110300,109600,109200,109100,109100,109500,110100,110700,110800,110700,111100,111800,112400,113000,113600,113700,113800,114100,114200,114400,114900,115400,115700,116100,116500,"Arkansas"
23,"Kansas",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107100,109700,111400,113400,115500,117100,117600,118500,120100,121300,121500,121500,121700,121800,121700,121800,121800,121900,121300,121000,120600,119500,118200,117700,117500,117300,116500,115600,114900,114100,112700,112100,112400,112600,112100,112100,112300,112500,112200,112100,112300,112300,111500,112300,116500,122200,125400,126300,126400,126800,127200,127700,128200,128300,128800,125800,120300,117200,117900,118700,119400,119800,120200,120800,121200,121300,121400,121000,119300,117000,115400,114800,115000,115700,116600,117200,117600,117700,117700,118400,119700,120100,120100,120900,122100,122700,123000,122900,123000,123100,122600,122600,123100,"Kansas"
55,"Utah",33,126400,126500,126800,127400,128300,129200,130000,130800,131800,132700,133400,134200,135200,136100,136700,137400,138400,139100,139500,139900,140100,140400,140900,141500,141800,142000,142200,142400,142800,143200,143600,144200,144800,145200,145500,146200,147100,147700,148200,148900,149100,149500,150900,152700,153800,154200,154700,155400,155900,156500,157100,157400,157800,158700,159400,160000,160900,161800,162100,162300,162700,163000,163100,163200,163300,163600,163900,163900,164000,164400,164800,165000,165000,164900,165100,165600,166100,166200,165700,165200,165100,165400,165400,165300,165200,165000,164900,164900,164600,164400,164400,164300,164300,164500,165000,165400,166000,166900,167800,168500,169000,169200,169500,170000,170600,171200,172100,173400,174800,176400,178100,179900,181900,183800,185600,187400,189200,191200,193700,196500,199400,202600,206000,209800,213700,218200,222700,226500,229900,233600,237600,241300,244300,246400,248200,250100,252000,253700,255400,257100,258500,258900,258700,257500,255600,253900,253100,252500,252200,251700,251100,250300,249600,249100,248900,248200,246800,245500,243900,241700,239000,235900,232800,230500,228300,226000,223800,222000,220800,219100,216700,214300,212100,209700,207300,205900,204900,203700,200600,198700,199500,201300,200800,199900,198800,198500,198300,197100,195700,194900,194900,195600,196400,197200,198700,199900,200600,201300,202000,202500,203400,204600,205400,206500,208300,210500,212000,213000,214200,215300,216500,218100,219300,219700,220900,220000,215500,210700,208800,208200,208000,207700,208000,209100,209700,209800,210200,210800,211300,212200,213800,215700,217600,219200,220300,221200,222300,223400,224600,226100,227200,"Utah"
42,"Nevada",34,127400,127000,126500,126200,126100,126200,126400,126700,127000,127400,127800,128400,128600,128600,128700,128900,128900,129000,129200,129400,129600,130200,130600,130500,130400,130700,131100,131700,132100,132600,133000,133000,132900,133100,133600,133900,134200,134600,135000,135100,135200,135600,136100,136700,137500,138200,139000,139500,139600,140000,140400,140900,141500,142100,142600,143200,144000,144800,145600,146400,147100,147700,148200,149000,149800,150600,151500,152900,154200,155300,156100,156900,157800,158600,159100,159600,160400,161300,162400,163800,165400,167000,168500,169900,171300,172600,174100,176000,178400,181200,184300,188100,192600,197500,203500,210800,219500,229500,240400,250300,258700,265700,271900,276400,279300,281100,283100,285700,288300,290400,292200,294600,297500,299900,302100,304500,306900,308800,310100,310900,311300,311100,310200,309000,307500,306000,304400,302700,300700,298600,296500,294000,291200,288500,286000,283700,280900,277400,273900,270000,265300,260200,254800,249100,243400,237600,231800,226200,220300,214700,209400,203300,197700,194000,190200,185300,180400,175500,170100,164700,160500,157600,155200,153700,152700,151900,151200,150400,149400,148200,146900,145600,144400,143100,141600,140400,139400,137800,135700,133500,131500,129800,128200,127000,126000,125000,124000,123400,122800,122500,122700,123500,124200,125000,126400,128200,130100,131800,133400,135300,137400,139400,142200,145300,148300,151500,155300,159200,163000,166600,169900,172600,174400,175800,177100,179100,181900,184200,185700,186900,187800,188700,189700,191000,192200,193400,194800,196200,197600,199500,201500,203500,205500,207700,209700,211400,213200,214900,216200,217400,218400,"Nevada"
